C000   4C   F5   C5    JMP    A:00    X:00    Y:00    P:24    SP:FD       BaseAddr:C5F5    IndirAddr:0000    Absolute
CEAD   65   AE   CE    RTI    A:55    X:99    Y:88    P:65    SP:80       BaseAddr:0000    IndirAddr:0000    Implied
CEAE   00   30   35    BMI    A:55    X:99    Y:88    P:65    SP:80       BaseAddr:0000    IndirAddr:0000    Relative
CEB0   00   50   33    BVC    A:55    X:99    Y:88    P:65    SP:80       BaseAddr:0000    IndirAddr:0000    Relative
CEB2   00   F0   31    BEQ    A:55    X:99    Y:88    P:65    SP:80       BaseAddr:0000    IndirAddr:0000    Relative
CEB4   00   90   2F    BCC    A:55    X:99    Y:88    P:65    SP:80       BaseAddr:0000    IndirAddr:0000    Relative
CEB6   00   C9   55    CMP    A:55    X:99    Y:88    P:67    SP:80       BaseAddr:0000    IndirAddr:0000    Immediate
CEB8   00   D0   2B    BNE    A:55    X:99    Y:88    P:67    SP:80       BaseAddr:0000    IndirAddr:0000    Relative
CEBA   00   C0   88    CPY    A:55    X:99    Y:88    P:67    SP:80       BaseAddr:0000    IndirAddr:0000    Immediate
CEBC   00   D0   27    BNE    A:55    X:99    Y:88    P:67    SP:80       BaseAddr:0000    IndirAddr:0000    Relative
CEBE   00   E0   99    CPX    A:55    X:99    Y:88    P:67    SP:80       BaseAddr:0000    IndirAddr:0000    Immediate
CEC0   00   D0   23    BNE    A:55    X:99    Y:88    P:67    SP:80       BaseAddr:0000    IndirAddr:0000    Relative
CEC2   00   A9   CE    LDA    A:CE    X:99    Y:88    P:E5    SP:80       BaseAddr:0000    IndirAddr:0000    Immediate
CEC4   00   48   A9    PHA    A:CE    X:99    Y:88    P:E5    SP:7F       BaseAddr:0000    IndirAddr:0000    Implied
CEC5   00   A9   CE    LDA    A:CE    X:99    Y:88    P:E5    SP:7F       BaseAddr:0000    IndirAddr:0000    Immediate
CEC7   00   48   A9    PHA    A:CE    X:99    Y:88    P:E5    SP:7E       BaseAddr:0000    IndirAddr:0000    Implied
CEC8   00   A9   87    LDA    A:87    X:99    Y:88    P:E5    SP:7E       BaseAddr:0000    IndirAddr:0000    Immediate
CECA   00   48   A9    PHA    A:87    X:99    Y:88    P:E5    SP:7D       BaseAddr:0000    IndirAddr:0000    Implied
CECB   00   A9   55    LDA    A:55    X:99    Y:88    P:65    SP:7D       BaseAddr:0000    IndirAddr:0000    Immediate
CECD   87   CE   CE    RTI    A:55    X:99    Y:88    P:A7    SP:80       BaseAddr:0000    IndirAddr:0000    Implied
CECE   00   10   15    BPL    A:55    X:99    Y:88    P:A7    SP:80       BaseAddr:0000    IndirAddr:0000    Relative
CED0   00   70   13    BVS    A:55    X:99    Y:88    P:A7    SP:80       BaseAddr:0000    IndirAddr:0000    Relative
CED2   00   D0   11    BNE    A:55    X:99    Y:88    P:A7    SP:80       BaseAddr:0000    IndirAddr:0000    Relative
CED4   00   90   0F    BCC    A:55    X:99    Y:88    P:A7    SP:80       BaseAddr:0000    IndirAddr:0000    Relative
CED6   00   C9   55    CMP    A:55    X:99    Y:88    P:27    SP:80       BaseAddr:0000    IndirAddr:0000    Immediate
CED8   00   D0   0B    BNE    A:55    X:99    Y:88    P:27    SP:80       BaseAddr:0000    IndirAddr:0000    Relative
CEDA   00   C0   88    CPY    A:55    X:99    Y:88    P:27    SP:80       BaseAddr:0000    IndirAddr:0000    Immediate
CEDC   00   D0   07    BNE    A:55    X:99    Y:88    P:27    SP:80       BaseAddr:0000    IndirAddr:0000    Relative
CEDE   00   E0   99    CPX    A:55    X:99    Y:88    P:27    SP:80       BaseAddr:0000    IndirAddr:0000    Immediate
CEE0   00   D0   03    BNE    A:55    X:99    Y:88    P:27    SP:80       BaseAddr:0000    IndirAddr:0000    Relative
CEE2   4C   E9   CE    JMP    A:55    X:99    Y:88    P:27    SP:80       BaseAddr:CEE9    IndirAddr:0000    Absolute
CEE9   FF   07   FB    LDX    A:55    X:FB    Y:88    P:A5    SP:80       BaseAddr:07FF    IndirAddr:0000    Absolute
CEEC   00   9A   60    TXS    A:55    X:FB    Y:88    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CEED   0B   C6   20    RTS    A:55    X:FB    Y:88    P:A5    SP:FD       BaseAddr:0000    IndirAddr:0000    Implied
C60C   EE   C6   CE    JSR    A:55    X:FB    Y:88    P:A5    SP:FB       BaseAddr:CEEE    IndirAddr:0000    Absolute
CEEE   00   A2   55    LDX    A:55    X:55    Y:88    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CEF0   00   A0   69    LDY    A:55    X:55    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CEF2   00   A9   FF    LDA    A:FF    X:55    Y:69    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CEF4   00   85   01    STA    A:FF    X:55    Y:69    P:A5    SP:FB       BaseAddr:0001    IndirAddr:0000    Zero_page
CEF6   00   EA   24    NOP    A:FF    X:55    Y:69    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CEF7   24   01   FF    BIT    A:FF    X:55    Y:69    P:E5    SP:FB       BaseAddr:0001    IndirAddr:0000    Zero_page
CEF9   00   38   A9    SEC    A:FF    X:55    Y:69    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CEFA   00   A9   01    LDA    A:01    X:55    Y:69    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CEFC   00   4A   90    LSR    A:00    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Accumulator
CEFD   00   90   1D    BCC    A:00    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CEFF   00   D0   1B    BNE    A:00    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF01   00   30   19    BMI    A:00    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF03   00   50   17    BVC    A:00    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF05   00   C9   00    CMP    A:00    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CF07   00   D0   13    BNE    A:00    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF09   00   B8   A9    CLV    A:00    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CF0A   00   A9   AA    LDA    A:AA    X:55    Y:69    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CF0C   00   4A   B0    LSR    A:55    X:55    Y:69    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Accumulator
CF0D   00   B0   0D    BCS    A:55    X:55    Y:69    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF0F   00   F0   0B    BEQ    A:55    X:55    Y:69    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF11   00   30   09    BMI    A:55    X:55    Y:69    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF13   00   70   07    BVS    A:55    X:55    Y:69    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF15   00   C9   55    CMP    A:55    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CF17   00   D0   03    BNE    A:55    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF19   4C   20   CF    JMP    A:55    X:55    Y:69    P:27    SP:FB       BaseAddr:CF20    IndirAddr:0000    Absolute
CF20   00   EA   24    NOP    A:55    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CF21   24   01   FF    BIT    A:55    X:55    Y:69    P:E5    SP:FB       BaseAddr:0001    IndirAddr:0000    Zero_page
CF23   00   38   A9    SEC    A:55    X:55    Y:69    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CF24   00   A9   80    LDA    A:80    X:55    Y:69    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CF26   00   0A   90    ASL    A:00    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Accumulator
CF27   00   90   1E    BCC    A:00    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF29   00   D0   1C    BNE    A:00    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF2B   00   30   1A    BMI    A:00    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF2D   00   50   18    BVC    A:00    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF2F   00   C9   00    CMP    A:00    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CF31   00   D0   14    BNE    A:00    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF33   00   B8   38    CLV    A:00    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CF34   00   38   A9    SEC    A:00    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CF35   00   A9   55    LDA    A:55    X:55    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CF37   00   0A   B0    ASL    A:AA    X:55    Y:69    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Accumulator
CF38   00   B0   0D    BCS    A:AA    X:55    Y:69    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF3A   00   F0   0B    BEQ    A:AA    X:55    Y:69    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF3C   00   10   09    BPL    A:AA    X:55    Y:69    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF3E   00   70   07    BVS    A:AA    X:55    Y:69    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF40   00   C9   AA    CMP    A:AA    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CF42   00   D0   03    BNE    A:AA    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF44   4C   4B   CF    JMP    A:AA    X:55    Y:69    P:27    SP:FB       BaseAddr:CF4B    IndirAddr:0000    Absolute
CF4B   00   EA   24    NOP    A:AA    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CF4C   24   01   FF    BIT    A:AA    X:55    Y:69    P:E5    SP:FB       BaseAddr:0001    IndirAddr:0000    Zero_page
CF4E   00   38   A9    SEC    A:AA    X:55    Y:69    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CF4F   00   A9   01    LDA    A:01    X:55    Y:69    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CF51   00   6A   90    ROR    A:80    X:55    Y:69    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Accumulator
CF52   00   90   1E    BCC    A:80    X:55    Y:69    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF54   00   F0   1C    BEQ    A:80    X:55    Y:69    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF56   00   10   1A    BPL    A:80    X:55    Y:69    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF58   00   50   18    BVC    A:80    X:55    Y:69    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF5A   00   C9   80    CMP    A:80    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CF5C   00   D0   14    BNE    A:80    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF5E   00   B8   18    CLV    A:80    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CF5F   00   18   A9    CLC    A:80    X:55    Y:69    P:26    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CF60   00   A9   55    LDA    A:55    X:55    Y:69    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CF62   00   6A   90    ROR    A:2A    X:55    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Accumulator
CF63   00   90   0D    BCC    A:2A    X:55    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF65   00   F0   0B    BEQ    A:2A    X:55    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF67   00   30   09    BMI    A:2A    X:55    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF69   00   70   07    BVS    A:2A    X:55    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF6B   00   C9   2A    CMP    A:2A    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CF6D   00   D0   03    BNE    A:2A    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF6F   4C   76   CF    JMP    A:2A    X:55    Y:69    P:27    SP:FB       BaseAddr:CF76    IndirAddr:0000    Absolute
CF76   00   EA   24    NOP    A:2A    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CF77   24   01   FF    BIT    A:2A    X:55    Y:69    P:E5    SP:FB       BaseAddr:0001    IndirAddr:0000    Zero_page
CF79   00   38   A9    SEC    A:2A    X:55    Y:69    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CF7A   00   A9   80    LDA    A:80    X:55    Y:69    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CF7C   00   2A   90    ROL    A:01    X:55    Y:69    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Accumulator
CF7D   00   90   1E    BCC    A:01    X:55    Y:69    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF7F   00   F0   1C    BEQ    A:01    X:55    Y:69    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF81   00   30   1A    BMI    A:01    X:55    Y:69    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF83   00   50   18    BVC    A:01    X:55    Y:69    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF85   00   C9   01    CMP    A:01    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CF87   00   D0   14    BNE    A:01    X:55    Y:69    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF89   00   B8   18    CLV    A:01    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CF8A   00   18   A9    CLC    A:01    X:55    Y:69    P:26    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CF8B   00   A9   55    LDA    A:55    X:55    Y:69    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CF8D   00   2A   B0    ROL    A:AA    X:55    Y:69    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Accumulator
CF8E   00   B0   0D    BCS    A:AA    X:55    Y:69    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF90   00   F0   0B    BEQ    A:AA    X:55    Y:69    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF92   00   10   09    BPL    A:AA    X:55    Y:69    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF94   00   70   07    BVS    A:AA    X:55    Y:69    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF96   00   C9   AA    CMP    A:AA    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CF98   00   D0   03    BNE    A:AA    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CF9A   4C   A1   CF    JMP    A:AA    X:55    Y:69    P:27    SP:FB       BaseAddr:CFA1    IndirAddr:0000    Absolute
CFA1   0E   C6   20    RTS    A:AA    X:55    Y:69    P:27    SP:FD       BaseAddr:0000    IndirAddr:0000    Implied
C60F   A2   C6   CF    JSR    A:AA    X:55    Y:69    P:27    SP:FB       BaseAddr:CFA2    IndirAddr:0000    Absolute
CFA2   A5   00   00    LDA    A:00    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Zero_page
CFA4   8D   FF   07    STA    A:00    X:55    Y:69    P:27    SP:FB       BaseAddr:07FF    IndirAddr:0000    Absolute
CFA7   00   A9   00    LDA    A:00    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CFA9   00   85   80    STA    A:00    X:55    Y:69    P:27    SP:FB       BaseAddr:0080    IndirAddr:0000    Zero_page
CFAB   00   A9   02    LDA    A:02    X:55    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CFAD   00   85   81    STA    A:02    X:55    Y:69    P:25    SP:FB       BaseAddr:0081    IndirAddr:0000    Zero_page
CFAF   00   A9   FF    LDA    A:FF    X:55    Y:69    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CFB1   00   85   01    STA    A:FF    X:55    Y:69    P:A5    SP:FB       BaseAddr:0001    IndirAddr:0000    Zero_page
CFB3   00   A9   00    LDA    A:00    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CFB5   00   85   82    STA    A:00    X:55    Y:69    P:27    SP:FB       BaseAddr:0082    IndirAddr:0000    Zero_page
CFB7   00   A9   03    LDA    A:03    X:55    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CFB9   00   85   83    STA    A:03    X:55    Y:69    P:25    SP:FB       BaseAddr:0083    IndirAddr:0000    Zero_page
CFBB   00   85   84    STA    A:03    X:55    Y:69    P:25    SP:FB       BaseAddr:0084    IndirAddr:0000    Zero_page
CFBD   00   A9   00    LDA    A:00    X:55    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CFBF   00   85   FF    STA    A:00    X:55    Y:69    P:27    SP:FB       BaseAddr:00FF    IndirAddr:0000    Zero_page
CFC1   00   A9   04    LDA    A:04    X:55    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CFC3   00   85   00    STA    A:04    X:55    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Zero_page
CFC5   00   A9   5A    LDA    A:5A    X:55    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CFC7   8D   00   02    STA    A:5A    X:55    Y:69    P:25    SP:FB       BaseAddr:0200    IndirAddr:0000    Absolute
CFCA   00   A9   5B    LDA    A:5B    X:55    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CFCC   8D   00   03    STA    A:5B    X:55    Y:69    P:25    SP:FB       BaseAddr:0300    IndirAddr:0000    Absolute
CFCF   00   A9   5C    LDA    A:5C    X:55    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CFD1   8D   03   03    STA    A:5C    X:55    Y:69    P:25    SP:FB       BaseAddr:0303    IndirAddr:0000    Absolute
CFD4   00   A9   5D    LDA    A:5D    X:55    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CFD6   8D   00   04    STA    A:5D    X:55    Y:69    P:25    SP:FB       BaseAddr:0400    IndirAddr:0000    Absolute
CFD9   00   A2   00    LDX    A:5D    X:00    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CFDB   00   02   5A    LDA    A:5A    X:00    Y:69    P:25    SP:FB       BaseAddr:0081    IndirAddr:0200    Indexed_indirect_x
CFDD   00   C9   5A    CMP    A:5A    X:00    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CFDF   00   D0   1F    BNE    A:5A    X:00    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CFE1   00   E8   E8    INX    A:5A    X:01    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CFE2   00   E8   A1    INX    A:5A    X:02    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
CFE3   00   03   5B    LDA    A:5B    X:02    Y:69    P:25    SP:FB       BaseAddr:0083    IndirAddr:0300    Indexed_indirect_x
CFE5   00   C9   5B    CMP    A:5B    X:02    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
CFE7   00   D0   17    BNE    A:5B    X:02    Y:69    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
CFE9   00   E8   A1    INX    A:5B    X:03    Y:69    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
